update_id,ticket_id,updated_at,update_type,old_status,new_status,update_notes
23312,7311,2024-10-06 06:28:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23313,7312,2025-11-06 11:25:27.779795,Created,,Open,Ticket created by employee
23314,7312,2025-11-06 13:18:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23315,7312,2025-11-06 14:33:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23316,7313,2025-01-20 22:07:27.779795,Created,,Open,Ticket created by employee
23317,7313,2025-01-21 01:10:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23318,7313,2025-01-21 02:53:48.187223,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23319,7313,2025-01-23 05:46:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23320,7314,2024-09-08 13:14:27.779795,Created,,Open,Ticket created by employee
23321,7314,2024-09-08 16:08:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23322,7315,2026-02-03 07:07:27.779795,Created,,Open,Ticket created by employee
23323,7315,2026-02-04 03:07:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23324,7315,2026-02-05 17:23:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23325,7316,2025-02-08 23:10:27.779795,Created,,Open,Ticket created by employee
23326,7316,2025-02-09 01:20:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23327,7316,2025-02-09 09:39:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23328,7317,2024-11-02 02:36:27.779795,Created,,Open,Ticket created by employee
23329,7317,2024-11-02 04:10:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23330,7318,2024-09-07 00:40:27.779795,Created,,Open,Ticket created by employee
23331,7318,2024-09-07 02:28:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23332,7318,2024-09-07 02:18:13.123409,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23333,7319,2024-09-13 05:50:27.779795,Created,,Open,Ticket created by employee
23334,7319,2024-09-13 06:26:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23335,7319,2024-09-13 10:07:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23336,7320,2025-02-15 22:34:27.779795,Created,,Open,Ticket created by employee
23337,7320,2025-02-16 01:14:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23338,7320,2025-02-16 07:35:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23339,7320,2025-02-16 16:23:46.491266,Closed,Resolved,Closed,Ticket closed after user confirmation
23340,7321,2026-02-14 10:53:27.779795,Created,,Open,Ticket created by employee
23341,7321,2026-02-14 12:10:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23342,7321,2026-02-14 17:24:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23343,7322,2024-07-08 05:01:27.779795,Created,,Open,Ticket created by employee
23344,7322,2024-07-08 08:39:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23345,7322,2024-07-08 18:45:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23346,7323,2025-08-01 12:39:27.779795,Created,,Open,Ticket created by employee
23347,7323,2025-08-01 13:08:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23348,7323,2025-08-02 09:39:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23349,7324,2025-03-06 19:44:27.779795,Created,,Open,Ticket created by employee
23350,7324,2025-03-06 22:58:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23351,7324,2025-03-07 15:22:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23352,7325,2025-02-01 01:30:27.779795,Created,,Open,Ticket created by employee
23353,7325,2025-02-01 07:10:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23354,7325,2025-02-01 14:05:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23355,7326,2024-09-20 17:22:27.779795,Created,,Open,Ticket created by employee
23356,7326,2024-09-20 20:09:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23357,7326,2024-09-21 03:08:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23358,7327,2025-11-16 03:22:27.779795,Created,,Open,Ticket created by employee
23359,7327,2025-11-16 08:50:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23360,7327,2025-11-17 17:18:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23361,7328,2025-05-02 22:16:27.779795,Created,,Open,Ticket created by employee
23362,7328,2025-05-02 22:54:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23363,7328,2025-05-03 00:25:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23364,7329,2024-06-08 10:33:27.779795,Created,,Open,Ticket created by employee
23365,7329,2024-06-09 04:01:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23366,7329,2024-06-10 10:50:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23367,7330,2024-11-01 00:00:27.779795,Created,,Open,Ticket created by employee
23368,7330,2024-11-01 02:20:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23369,7330,2024-11-01 02:27:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23370,7331,2025-08-01 19:42:27.779795,Created,,Open,Ticket created by employee
23371,7331,2025-08-01 22:59:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23372,7331,2025-08-02 05:27:48.563174,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23373,7332,2025-02-06 21:42:27.779795,Created,,Open,Ticket created by employee
23374,7332,2025-02-07 00:10:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23375,7333,2024-05-24 07:41:27.779795,Created,,Open,Ticket created by employee
23376,7333,2024-05-24 12:51:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23377,7333,2024-05-24 15:42:46.215772,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23378,7333,2024-05-24 20:47:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23379,7334,2024-12-31 15:02:27.779795,Created,,Open,Ticket created by employee
23380,7334,2024-12-31 17:03:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23381,7335,2025-01-13 13:37:27.779795,Created,,Open,Ticket created by employee
23382,7335,2025-01-13 16:19:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23383,7335,2025-01-16 03:09:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23384,7335,2025-01-17 21:00:37.479988,Closed,Resolved,Closed,Ticket closed after user confirmation
23385,7336,2025-08-09 01:07:27.779795,Created,,Open,Ticket created by employee
23386,7336,2025-08-09 02:47:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23387,7336,2025-08-09 08:57:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23388,7337,2026-05-19 00:04:27.779795,Created,,Open,Ticket created by employee
23389,7337,2026-05-19 03:33:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23390,7337,2026-05-19 09:42:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23391,7337,2026-05-19 17:57:45.461819,Closed,Resolved,Closed,Ticket closed after user confirmation
23392,7338,2024-07-08 04:51:27.779795,Created,,Open,Ticket created by employee
23393,7338,2024-07-08 05:58:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23394,7338,2024-07-08 13:39:55.054480,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23395,7338,2024-07-08 11:24:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23396,7339,2026-03-08 11:57:27.779795,Created,,Open,Ticket created by employee
23397,7339,2026-03-08 14:12:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23398,7339,2026-03-09 05:15:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23399,7340,2025-05-07 04:29:27.779795,Created,,Open,Ticket created by employee
23400,7340,2025-05-07 17:27:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23401,7340,2025-05-08 10:04:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23402,7341,2024-07-08 15:38:27.779795,Created,,Open,Ticket created by employee
23403,7341,2024-07-08 19:22:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23404,7341,2024-07-10 16:11:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23405,7342,2025-01-25 00:53:27.779795,Created,,Open,Ticket created by employee
23406,7342,2025-01-25 01:39:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23407,7342,2025-01-27 03:43:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23408,7343,2026-04-30 04:11:27.779795,Created,,Open,Ticket created by employee
23409,7343,2026-04-30 12:57:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23410,7343,2026-05-01 01:49:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23411,7343,2026-05-02 06:05:48.596732,Closed,Resolved,Closed,Ticket closed after user confirmation
23412,7344,2025-11-26 20:50:27.779795,Created,,Open,Ticket created by employee
23413,7344,2025-11-26 23:43:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23414,7344,2025-11-27 15:58:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23415,7345,2024-10-11 19:17:27.779795,Created,,Open,Ticket created by employee
23416,7345,2024-10-11 20:49:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23417,7345,2024-10-12 11:45:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23418,7346,2025-09-23 09:01:27.779795,Created,,Open,Ticket created by employee
23419,7346,2025-09-23 09:51:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23420,7346,2025-09-25 06:20:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23421,7347,2026-02-20 17:50:27.779795,Created,,Open,Ticket created by employee
23422,7347,2026-02-20 18:22:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23423,7347,2026-02-21 09:11:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23424,7348,2025-07-12 06:02:27.779795,Created,,Open,Ticket created by employee
23425,7348,2025-07-12 13:00:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23426,7348,2025-07-13 04:48:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23427,7349,2026-05-14 10:48:27.779795,Created,,Open,Ticket created by employee
23428,7349,2026-05-14 18:26:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23429,7349,2026-05-14 18:58:11.318239,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23430,7350,2025-10-08 16:42:27.779795,Created,,Open,Ticket created by employee
23431,7350,2025-10-08 17:56:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23432,7350,2025-10-08 20:31:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23433,7351,2025-04-05 00:31:27.779795,Created,,Open,Ticket created by employee
23434,7351,2025-04-05 02:42:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23435,7352,2024-08-21 11:19:27.779795,Created,,Open,Ticket created by employee
23436,7352,2024-08-21 11:39:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23437,7352,2024-08-22 00:39:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23438,7352,2024-08-23 02:46:55.918618,Closed,Resolved,Closed,Ticket closed after user confirmation
23439,7353,2026-04-05 15:40:27.779795,Created,,Open,Ticket created by employee
23440,7353,2026-04-05 16:49:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23441,7353,2026-04-05 23:32:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23442,7353,2026-04-06 13:13:59.658331,Closed,Resolved,Closed,Ticket closed after user confirmation
23443,7354,2024-10-06 13:31:27.779795,Created,,Open,Ticket created by employee
23444,7354,2024-10-06 16:21:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23445,7355,2024-11-01 03:45:27.779795,Created,,Open,Ticket created by employee
23446,7355,2024-11-01 05:31:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23447,7355,2024-11-07 17:08:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23448,7355,2024-11-07 18:19:40.411689,Closed,Resolved,Closed,Ticket closed after user confirmation
23449,7356,2026-02-19 15:22:27.779795,Created,,Open,Ticket created by employee
23450,7356,2026-02-19 19:11:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23451,7356,2026-02-20 00:44:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23452,7357,2025-08-01 17:28:27.779795,Created,,Open,Ticket created by employee
23453,7357,2025-08-01 20:09:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23454,7357,2025-08-02 13:17:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23455,7358,2025-02-27 04:38:27.779795,Created,,Open,Ticket created by employee
23456,7358,2025-02-27 09:04:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23457,7358,2025-02-27 11:57:15.953062,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23458,7358,2025-03-04 15:15:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23459,7359,2025-03-04 10:52:27.779795,Created,,Open,Ticket created by employee
23460,7359,2025-03-04 11:33:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23461,7359,2025-03-04 15:38:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23462,7360,2025-01-22 10:08:27.779795,Created,,Open,Ticket created by employee
23463,7360,2025-01-22 12:39:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23464,7360,2025-01-23 01:37:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23465,7361,2025-08-13 15:14:27.779795,Created,,Open,Ticket created by employee
23466,7361,2025-08-13 18:48:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23467,7361,2025-08-14 01:23:34.724153,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23468,7361,2025-08-13 19:17:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23469,7361,2025-08-14 14:54:38.616766,Closed,Resolved,Closed,Ticket closed after user confirmation
23470,7362,2026-02-13 03:54:27.779795,Created,,Open,Ticket created by employee
23471,7362,2026-02-13 06:59:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23472,7362,2026-02-14 01:44:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23473,7363,2025-10-05 19:52:27.779795,Created,,Open,Ticket created by employee
23474,7363,2025-10-06 00:05:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23475,7364,2025-05-29 14:26:27.779795,Created,,Open,Ticket created by employee
23476,7364,2025-05-29 15:37:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23477,7364,2025-05-31 13:42:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23478,7365,2025-01-08 00:50:27.779795,Created,,Open,Ticket created by employee
23479,7365,2025-01-08 09:30:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23480,7365,2025-01-08 12:41:02.794815,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23481,7365,2025-01-09 00:07:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23482,7366,2024-06-18 12:48:27.779795,Created,,Open,Ticket created by employee
23483,7366,2024-06-18 18:39:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23484,7366,2024-06-19 09:20:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23485,7367,2025-02-21 12:08:27.779795,Created,,Open,Ticket created by employee
23486,7367,2025-02-21 13:19:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23487,7367,2025-02-22 19:16:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23488,7367,2025-02-23 04:05:18.858435,Closed,Resolved,Closed,Ticket closed after user confirmation
23489,7368,2024-10-13 21:02:27.779795,Created,,Open,Ticket created by employee
23490,7368,2024-10-13 22:37:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23491,7368,2024-10-19 14:03:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23492,7368,2024-10-20 11:39:07.966947,Closed,Resolved,Closed,Ticket closed after user confirmation
23493,7369,2025-05-17 17:09:27.779795,Created,,Open,Ticket created by employee
23494,7369,2025-05-17 19:19:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23495,7369,2025-05-18 08:44:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23496,7370,2025-09-07 03:33:27.779795,Created,,Open,Ticket created by employee
23497,7370,2025-09-07 06:40:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23498,7370,2025-09-07 18:29:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23499,7371,2025-08-29 10:31:27.779795,Created,,Open,Ticket created by employee
23500,7371,2025-08-29 11:33:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23501,7371,2025-08-31 18:22:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23502,7372,2025-11-15 22:09:27.779795,Created,,Open,Ticket created by employee
23503,7372,2025-11-16 00:43:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23504,7372,2025-11-16 05:56:02.688509,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23505,7373,2025-03-31 00:38:27.779795,Created,,Open,Ticket created by employee
23506,7373,2025-03-31 03:06:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23507,7373,2025-03-31 02:48:23.506319,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23508,7373,2025-03-31 12:09:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23509,7374,2024-08-28 01:31:27.779795,Created,,Open,Ticket created by employee
23510,7374,2024-08-28 04:53:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23511,7374,2024-08-30 17:55:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23512,7375,2024-09-07 20:46:27.779795,Created,,Open,Ticket created by employee
23513,7375,2024-09-08 00:26:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23514,7375,2024-09-08 00:28:25.660459,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23515,7375,2024-09-09 01:45:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23516,7376,2026-01-29 10:50:27.779795,Created,,Open,Ticket created by employee
23517,7376,2026-01-29 11:54:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23518,7377,2026-05-08 15:13:27.779795,Created,,Open,Ticket created by employee
23519,7377,2026-05-08 16:01:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23520,7377,2026-05-08 21:51:50.865726,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23521,7377,2026-05-08 16:37:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23522,7378,2026-05-18 19:27:27.779795,Created,,Open,Ticket created by employee
23523,7378,2026-05-18 22:57:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23524,7378,2026-05-18 22:02:48.373737,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23525,7378,2026-05-20 01:46:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23526,7379,2024-12-01 03:17:27.779795,Created,,Open,Ticket created by employee
23527,7379,2024-12-01 08:57:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23528,7379,2024-12-01 08:22:43.585901,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23529,7380,2025-03-12 22:30:27.779795,Created,,Open,Ticket created by employee
23530,7380,2025-03-12 22:37:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23531,7380,2025-03-13 03:15:56.803630,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23532,7380,2025-03-13 13:16:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23533,7381,2025-02-23 23:36:27.779795,Created,,Open,Ticket created by employee
23534,7381,2025-02-24 03:13:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23535,7381,2025-02-24 07:33:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23536,7381,2025-02-24 11:29:20.388091,Closed,Resolved,Closed,Ticket closed after user confirmation
23537,7382,2025-11-08 01:34:27.779795,Created,,Open,Ticket created by employee
23538,7382,2025-11-08 03:11:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23539,7382,2025-11-08 10:39:39.488550,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23540,7382,2025-11-10 12:17:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23541,7383,2026-01-02 23:10:27.779795,Created,,Open,Ticket created by employee
23542,7383,2026-01-02 23:45:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23543,7383,2026-01-03 06:51:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23544,7384,2025-10-24 14:12:27.779795,Created,,Open,Ticket created by employee
23545,7384,2025-10-24 14:25:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23546,7384,2025-10-25 00:37:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23547,7385,2025-03-22 11:36:27.779795,Created,,Open,Ticket created by employee
23548,7385,2025-03-22 14:04:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23549,7385,2025-03-25 03:08:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23550,7386,2025-12-15 16:08:27.779795,Created,,Open,Ticket created by employee
23551,7386,2025-12-15 17:58:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23552,7386,2025-12-15 22:57:03.316434,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23553,7386,2025-12-15 19:02:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23554,7387,2025-04-19 03:16:27.779795,Created,,Open,Ticket created by employee
23555,7387,2025-04-19 04:54:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23556,7387,2025-04-19 05:15:58.605273,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23557,7387,2025-04-19 05:56:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23558,7387,2025-04-20 03:05:03.466190,Closed,Resolved,Closed,Ticket closed after user confirmation
23559,7388,2025-01-06 12:54:27.779795,Created,,Open,Ticket created by employee
23560,7388,2025-01-06 13:34:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23561,7388,2025-01-09 05:11:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23562,7389,2026-04-26 08:00:27.779795,Created,,Open,Ticket created by employee
23563,7389,2026-04-26 09:11:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23564,7389,2026-04-26 13:53:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23565,7389,2026-04-28 10:49:25.347084,Closed,Resolved,Closed,Ticket closed after user confirmation
23566,7390,2026-04-04 04:41:27.779795,Created,,Open,Ticket created by employee
23567,7390,2026-04-04 05:28:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23568,7390,2026-04-04 08:06:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23569,7390,2026-04-04 11:59:39.552275,Closed,Resolved,Closed,Ticket closed after user confirmation
23570,7391,2026-05-10 21:53:27.779795,Created,,Open,Ticket created by employee
23571,7391,2026-05-10 23:12:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23572,7391,2026-05-11 00:17:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23573,7392,2026-01-06 18:07:27.779795,Created,,Open,Ticket created by employee
23574,7392,2026-01-06 18:53:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23575,7392,2026-01-07 08:26:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23576,7393,2024-10-24 15:18:27.779795,Created,,Open,Ticket created by employee
23577,7393,2024-10-24 16:59:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23578,7393,2024-10-24 19:53:17.369143,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23579,7393,2024-10-26 04:55:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23580,7394,2024-10-29 15:08:27.779795,Created,,Open,Ticket created by employee
23581,7394,2024-10-29 16:16:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23582,7394,2024-11-01 01:20:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23583,7394,2024-11-02 13:48:19.340486,Closed,Resolved,Closed,Ticket closed after user confirmation
23584,7395,2024-10-27 05:44:27.779795,Created,,Open,Ticket created by employee
23585,7395,2024-10-27 07:07:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23586,7395,2024-10-27 10:12:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23587,7395,2024-10-29 02:42:53.678329,Closed,Resolved,Closed,Ticket closed after user confirmation
23588,7396,2025-04-23 03:05:27.779795,Created,,Open,Ticket created by employee
23589,7396,2025-04-23 04:05:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23590,7396,2025-04-23 13:15:20.223585,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23591,7397,2025-04-05 04:58:27.779795,Created,,Open,Ticket created by employee
23592,7397,2025-04-05 05:39:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23593,7397,2025-04-05 10:32:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23594,7398,2025-07-01 17:01:27.779795,Created,,Open,Ticket created by employee
23595,7398,2025-07-02 01:29:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23596,7398,2025-07-02 14:29:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23597,7399,2024-10-27 15:28:27.779795,Created,,Open,Ticket created by employee
23598,7399,2024-10-27 19:45:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23599,7399,2024-10-28 10:33:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23600,7400,2025-07-14 22:07:27.779795,Created,,Open,Ticket created by employee
23601,7400,2025-07-15 01:35:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23602,7400,2025-07-15 05:36:59.450448,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23603,7400,2025-07-16 22:58:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23604,7401,2024-07-17 16:53:27.779795,Created,,Open,Ticket created by employee
23605,7401,2024-07-17 18:39:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23606,7401,2024-07-17 22:58:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23607,7402,2024-12-09 23:14:27.779795,Created,,Open,Ticket created by employee
23608,7402,2024-12-09 23:39:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23609,7402,2024-12-10 12:26:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23610,7402,2024-12-11 19:08:20.249266,Closed,Resolved,Closed,Ticket closed after user confirmation
23611,7403,2025-11-01 14:31:27.779795,Created,,Open,Ticket created by employee
23612,7403,2025-11-01 15:06:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23613,7403,2025-11-01 23:17:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23614,7404,2025-05-02 19:47:27.779795,Created,,Open,Ticket created by employee
23615,7404,2025-05-02 23:19:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23616,7404,2025-05-03 03:45:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23617,7404,2025-05-04 22:45:39.254371,Closed,Resolved,Closed,Ticket closed after user confirmation
23618,7405,2024-11-08 13:52:27.779795,Created,,Open,Ticket created by employee
23619,7405,2024-11-08 14:16:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23620,7405,2024-11-09 00:09:52.299206,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23621,7405,2024-11-09 09:13:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23622,7406,2024-10-28 07:25:27.779795,Created,,Open,Ticket created by employee
23623,7406,2024-10-28 08:23:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23624,7406,2024-10-29 01:15:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23625,7406,2024-10-30 18:30:48.177525,Closed,Resolved,Closed,Ticket closed after user confirmation
23626,7407,2026-03-06 16:02:27.779795,Created,,Open,Ticket created by employee
23627,7407,2026-03-06 17:57:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23628,7407,2026-03-06 19:36:36.411969,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
