ticket_id,employee_id,agent_id,team_id,system_id,sla_id,created_at,first_response_at,resolved_at,status,priority,category,subcategory,first_response_time_hours,resolution_time_hours,sla_breached,satisfaction_score,ticket_summary
9579,118,29,2,7,3,2025-07-17 03:13:27.779795,2025-07-17 05:35:03.779795,2025-07-17 20:56:03.779795,Resolved,Medium,Password Reset,Expired password,2.36,17.71,False,3.0,Expired password - password reset reported by user
9580,261,18,6,9,4,2024-08-31 18:17:27.779795,2024-09-01 01:33:03.779795,2024-09-02 15:28:51.779795,Resolved,Low,Software Access,License missing,7.26,45.19,False,4.0,License missing - software access reported by user
9581,235,26,1,9,3,2026-01-26 04:54:27.779795,2026-01-26 07:47:15.779795,2026-01-27 21:22:39.779795,Resolved,Medium,Software Access,License missing,2.88,40.47,True,4.0,License missing - software access reported by user
9582,266,34,3,8,3,2025-06-15 00:03:27.779795,2025-06-15 01:41:51.779795,2025-06-15 15:48:27.779795,Resolved,Medium,Email Issue,Mailbox access issue,1.64,15.75,False,5.0,Mailbox access issue - email issue reported by user
9583,290,31,6,5,4,2026-03-30 13:00:27.779795,2026-03-30 15:01:39.779795,2026-04-01 20:00:27.779795,Resolved,Low,Hardware,Monitor not working,2.02,55.0,False,5.0,Monitor not working - hardware reported by user
9584,93,18,4,5,2,2026-04-10 21:50:27.779795,2026-04-10 22:09:03.779795,2026-04-10 22:48:39.779795,Resolved,High,Password Reset,Expired password,0.31,0.97,False,4.0,Expired password - password reset reported by user
9585,48,14,2,6,2,2024-11-15 22:53:27.779795,2024-11-15 23:13:15.779795,2024-11-16 06:52:15.779795,Closed,High,Account Lockout,Account locked,0.33,7.98,False,3.0,Account locked - account lockout reported by user
9586,290,10,3,3,4,2025-07-12 23:04:27.779795,2025-07-12 23:14:39.779795,2025-07-13 00:38:39.779795,Closed,Low,Security Alert,Phishing email reported,0.17,1.57,False,4.0,Phishing email reported - security alert reported by user
9587,17,19,1,1,3,2025-02-13 22:28:27.779795,2025-02-14 01:08:03.779795,2025-02-14 10:31:27.779795,Resolved,Medium,Password Reset,Password reset request,2.66,12.05,False,2.0,Password reset request - password reset reported by user
9588,100,15,3,7,3,2025-09-17 06:51:27.779795,2025-09-17 10:49:39.779795,2025-09-17 20:35:51.779795,Closed,Medium,Printer Issue,Print queue stuck,3.97,13.74,False,2.0,Print queue stuck - printer issue reported by user
9589,214,9,1,10,1,2025-08-22 11:08:27.779795,2025-08-22 12:48:03.779795,2025-08-22 15:03:39.779795,Closed,Critical,Security Alert,Suspicious login,1.66,3.92,False,4.0,Suspicious login - security alert reported by user
9590,162,23,6,8,1,2025-09-02 01:41:27.779795,2025-09-02 03:22:15.779795,2025-09-02 05:30:39.779795,Closed,Critical,WiFi/Network,Slow network,1.68,3.82,False,4.0,Slow network - wifi/network reported by user
9591,83,4,5,5,2,2025-08-27 00:45:27.779795,2025-08-27 01:44:15.779795,2025-08-27 02:08:15.779795,Closed,High,Password Reset,Forgot password,0.98,1.38,False,3.0,Forgot password - password reset reported by user
9592,58,28,3,3,3,2025-10-29 17:31:27.779795,2025-10-29 23:27:15.779795,2025-10-30 14:21:51.779795,Resolved,Medium,Hardware,Docking station problem,5.93,20.84,False,4.0,Docking station problem - hardware reported by user
9593,110,4,4,1,4,2024-08-12 22:41:27.779795,2024-08-13 01:39:03.779795,2024-08-21 10:58:51.779795,Closed,Low,WiFi/Network,WiFi disconnecting,2.96,204.29,True,5.0,WiFi disconnecting - wifi/network reported by user
9594,40,6,2,7,3,2024-08-06 23:41:27.779795,2024-08-07 00:03:39.779795,,In Progress,Medium,Application Error,Application crash,0.37,,,,Application crash - application error reported by user
9595,205,27,6,8,2,2026-03-23 20:42:27.779795,2026-03-23 22:03:27.779795,2026-03-24 00:29:51.779795,Resolved,High,Password Reset,Forgot password,1.35,3.79,False,5.0,Forgot password - password reset reported by user
9596,171,19,1,5,4,2024-06-20 03:41:27.779795,2024-06-20 07:32:27.779795,2024-06-20 12:40:15.779795,Resolved,Low,Hardware,Laptop issue,3.85,8.98,False,5.0,Laptop issue - hardware reported by user
9597,268,8,1,2,3,2025-08-09 16:33:27.779795,2025-08-09 16:42:27.779795,2025-08-10 05:04:03.779795,Closed,Medium,Account Lockout,Too many login attempts,0.15,12.51,False,3.0,Too many login attempts - account lockout reported by user
9598,100,21,4,9,2,2026-01-15 13:02:27.779795,2026-01-15 16:08:27.779795,2026-01-15 19:37:51.779795,Resolved,High,Account Lockout,Account locked,3.1,6.59,False,4.0,Account locked - account lockout reported by user
9599,238,31,1,7,4,2025-05-04 23:56:27.779795,2025-05-05 05:19:15.779795,2025-05-05 10:19:15.779795,Resolved,Low,WiFi/Network,Slow network,5.38,10.38,False,5.0,Slow network - wifi/network reported by user
9600,128,34,6,5,2,2024-09-26 18:20:27.779795,2024-09-26 19:24:03.779795,2024-09-27 00:13:51.779795,Closed,High,Application Error,ERP timeout,1.06,5.89,False,1.0,ERP timeout - application error reported by user
9601,132,34,2,6,2,2026-04-25 11:19:27.779795,2026-04-25 13:18:51.779795,2026-04-25 15:56:03.779795,Resolved,High,VPN Issue,VPN connection failed,1.99,4.61,False,4.0,VPN connection failed - vpn issue reported by user
9602,282,10,2,8,4,2025-10-30 00:37:27.779795,2025-10-30 06:12:51.779795,2025-11-02 17:38:03.779795,Resolved,Low,Password Reset,Forgot password,5.59,89.01,True,2.0,Forgot password - password reset reported by user
9603,158,10,3,10,3,2024-11-15 04:09:27.779795,2024-11-15 09:25:39.779795,2024-11-15 13:11:15.779795,Resolved,Medium,VPN Issue,MFA failure,5.27,9.03,False,3.0,MFA failure - vpn issue reported by user
9604,115,26,4,3,2,2025-03-22 10:39:27.779795,2025-03-22 11:57:27.779795,2025-03-22 15:29:51.779795,Resolved,High,Hardware,Docking station problem,1.3,4.84,False,4.0,Docking station problem - hardware reported by user
9605,152,12,6,7,4,2026-04-25 13:41:27.779795,2026-04-25 14:59:27.779795,2026-04-27 03:58:51.779795,Resolved,Low,Software Access,Application access request,1.3,38.29,False,5.0,Application access request - software access reported by user
9606,226,1,5,9,2,2024-09-23 18:18:27.779795,2024-09-23 20:25:39.779795,2024-09-24 02:06:27.779795,Resolved,High,Software Access,License missing,2.12,7.8,False,1.0,License missing - software access reported by user
9607,11,34,2,9,2,2024-08-18 15:04:27.779795,2024-08-18 15:14:03.779795,2024-08-18 18:28:27.779795,Resolved,High,Software Access,License missing,0.16,3.4,False,5.0,License missing - software access reported by user
9608,90,30,2,5,4,2025-07-17 23:18:27.779795,2025-07-18 00:38:15.779795,2025-07-18 07:02:51.779795,Resolved,Low,Printer Issue,Unable to print,1.33,7.74,False,5.0,Unable to print - printer issue reported by user
9609,67,34,1,4,4,2024-10-20 07:24:27.779795,2024-10-20 11:55:03.779795,2024-10-21 18:21:27.779795,Resolved,Low,Hardware,Laptop issue,4.51,34.95,False,4.0,Laptop issue - hardware reported by user
9610,225,28,1,3,2,2025-02-08 06:30:27.779795,2025-02-08 08:27:27.779795,2025-02-08 12:01:03.779795,Resolved,High,VPN Issue,MFA failure,1.95,5.51,False,2.0,MFA failure - vpn issue reported by user
9611,126,30,3,3,3,2025-08-27 13:52:27.779795,2025-08-27 14:30:15.779795,2025-08-28 07:05:39.779795,Resolved,Medium,Account Lockout,Account locked,0.63,17.22,False,4.0,Account locked - account lockout reported by user
9612,154,30,5,1,4,2024-09-24 11:33:27.779795,2024-09-25 03:05:51.779795,2024-09-28 11:45:27.779795,Closed,Low,Printer Issue,Unable to print,15.54,96.2,True,4.0,Unable to print - printer issue reported by user
9613,25,32,5,4,4,2026-04-05 07:53:27.779795,2026-04-05 11:15:03.779795,2026-04-06 03:46:51.779795,Resolved,Low,Printer Issue,Unable to print,3.36,19.89,False,4.0,Unable to print - printer issue reported by user
9614,10,33,2,10,3,2025-04-02 18:45:27.779795,2025-04-03 03:13:39.779795,2025-04-03 11:28:39.779795,Resolved,Medium,Application Error,CRM login issue,8.47,16.72,False,5.0,CRM login issue - application error reported by user
9615,123,8,3,10,1,2026-05-16 20:38:27.779795,2026-05-16 20:48:39.779795,2026-05-17 02:16:51.779795,Closed,Critical,Hardware,Docking station problem,0.17,5.64,True,4.0,Docking station problem - hardware reported by user
9616,193,32,6,9,4,2024-06-11 00:19:27.779795,2024-06-11 05:44:39.779795,2024-06-13 01:06:51.779795,Resolved,Low,Hardware,Laptop issue,5.42,48.79,False,2.0,Laptop issue - hardware reported by user
9617,297,30,2,2,2,2024-09-29 11:59:27.779795,2024-09-29 12:38:27.779795,,In Progress,High,Application Error,Application crash,0.65,,,,Application crash - application error reported by user
9618,96,31,5,3,1,2025-02-15 08:08:27.779795,2025-02-15 08:41:27.779795,2025-02-15 17:19:15.779795,Resolved,Critical,Account Lockout,Too many login attempts,0.55,9.18,True,4.0,Too many login attempts - account lockout reported by user
9619,132,34,1,7,3,2024-06-22 07:43:27.779795,2024-06-22 08:39:51.779795,2024-06-23 06:45:15.779795,Resolved,Medium,Account Lockout,Too many login attempts,0.94,23.03,False,2.0,Too many login attempts - account lockout reported by user
9620,45,6,3,8,3,2026-04-16 13:03:27.779795,2026-04-16 15:32:51.779795,2026-04-17 08:37:39.779795,Resolved,Medium,Email Issue,Email delivery delay,2.49,19.57,False,3.0,Email delivery delay - email issue reported by user
9621,277,5,3,3,4,2025-08-15 03:46:27.779795,2025-08-15 09:00:15.779795,2025-08-16 19:27:51.779795,Resolved,Low,Email Issue,Outlook not syncing,5.23,39.69,False,4.0,Outlook not syncing - email issue reported by user
9622,112,22,5,3,3,2025-11-05 23:12:27.779795,2025-11-06 01:40:39.779795,2025-11-06 06:27:27.779795,Resolved,Medium,WiFi/Network,No internet access,2.47,7.25,False,5.0,No internet access - wifi/network reported by user
9623,274,28,4,1,3,2025-01-14 13:30:27.779795,2025-01-14 14:43:39.779795,2025-01-15 10:16:03.779795,Resolved,Medium,Password Reset,Forgot password,1.22,20.76,False,4.0,Forgot password - password reset reported by user
9624,25,9,1,10,2,2025-07-02 00:21:27.779795,2025-07-02 00:58:39.779795,2025-07-02 16:28:39.779795,Resolved,High,Printer Issue,Unable to print,0.62,16.12,True,5.0,Unable to print - printer issue reported by user
9625,208,31,2,8,4,2025-12-24 02:16:27.779795,2025-12-24 05:51:15.779795,2025-12-24 19:39:15.779795,Closed,Low,Application Error,ERP timeout,3.58,17.38,False,5.0,ERP timeout - application error reported by user
9626,288,14,1,7,3,2026-04-17 20:41:27.779795,2026-04-17 23:11:27.779795,2026-04-18 21:45:39.779795,Resolved,Medium,WiFi/Network,Slow network,2.5,25.07,True,5.0,Slow network - wifi/network reported by user
9627,38,16,3,10,4,2026-04-18 13:37:27.779795,2026-04-18 21:09:51.779795,2026-04-19 22:01:27.779795,Closed,Low,VPN Issue,MFA failure,7.54,32.4,False,4.0,MFA failure - vpn issue reported by user
9628,245,17,3,8,2,2026-03-04 04:09:27.779795,2026-03-04 05:44:15.779795,2026-03-04 06:05:51.779795,Resolved,High,Hardware,Laptop issue,1.58,1.94,False,5.0,Laptop issue - hardware reported by user
9629,206,24,4,9,3,2024-09-21 23:35:27.779795,2024-09-22 00:13:15.779795,2024-09-22 08:53:27.779795,Resolved,Medium,Printer Issue,Printer offline,0.63,9.3,False,4.0,Printer offline - printer issue reported by user
9630,213,5,1,8,2,2026-03-29 15:49:27.779795,2026-03-29 16:48:15.779795,2026-03-30 15:06:15.779795,Resolved,High,Printer Issue,Printer offline,0.98,23.28,True,5.0,Printer offline - printer issue reported by user
9631,270,12,4,6,4,2025-07-14 03:46:27.779795,2025-07-14 09:47:39.779795,2025-07-18 12:15:15.779795,Resolved,Low,Email Issue,Outlook not syncing,6.02,104.48,True,5.0,Outlook not syncing - email issue reported by user
9632,94,6,2,2,4,2025-12-27 15:36:27.779795,2025-12-27 22:14:51.779795,2025-12-28 11:26:15.779795,Resolved,Low,Application Error,CRM login issue,6.64,19.83,False,5.0,CRM login issue - application error reported by user
9633,10,32,3,1,2,2024-09-13 05:24:27.779795,2024-09-13 06:14:51.779795,,Open,High,Software Access,Application access request,0.84,,,,Application access request - software access reported by user
9634,199,5,2,9,3,2025-02-02 04:06:27.779795,2025-02-02 06:29:15.779795,2025-02-03 03:03:27.779795,Resolved,Medium,Security Alert,Endpoint alert,2.38,22.95,False,5.0,Endpoint alert - security alert reported by user
9635,136,33,5,5,2,2025-04-17 10:02:27.779795,2025-04-17 10:09:39.779795,2025-04-17 23:59:27.779795,Closed,High,Security Alert,Suspicious login,0.12,13.95,True,5.0,Suspicious login - security alert reported by user
9636,209,23,1,9,2,2026-05-02 15:20:27.779795,2026-05-02 16:04:51.779795,2026-05-02 18:07:51.779795,Closed,High,Software Access,License missing,0.74,2.79,False,4.0,License missing - software access reported by user
9637,42,5,4,9,3,2025-04-20 09:41:27.779795,2025-04-20 09:51:03.779795,2025-04-20 11:52:51.779795,Resolved,Medium,Security Alert,Endpoint alert,0.16,2.19,False,4.0,Endpoint alert - security alert reported by user
9638,114,4,6,2,3,2026-03-13 15:44:27.779795,2026-03-13 17:52:15.779795,2026-03-13 21:27:39.779795,Resolved,Medium,Account Lockout,AD account issue,2.13,5.72,False,3.0,AD account issue - account lockout reported by user
9639,271,21,3,6,3,2025-02-03 03:43:27.779795,2025-02-03 13:20:03.779795,2025-02-04 00:42:15.779795,Closed,Medium,WiFi/Network,No internet access,9.61,20.98,False,4.0,No internet access - wifi/network reported by user
9640,66,16,6,1,3,2024-10-27 13:40:27.779795,2024-10-27 15:04:27.779795,2024-10-27 23:25:27.779795,Closed,Medium,Software Access,Permission issue,1.4,9.75,False,5.0,Permission issue - software access reported by user
9641,210,35,3,5,4,2026-03-12 16:00:27.779795,2026-03-12 16:19:39.779795,2026-03-14 08:49:03.779795,Resolved,Low,Security Alert,Endpoint alert,0.32,40.81,False,5.0,Endpoint alert - security alert reported by user
9642,67,12,1,6,4,2025-06-30 04:27:27.779795,2025-06-30 09:39:27.779795,2025-07-02 10:32:15.779795,Resolved,Low,Account Lockout,AD account issue,5.2,54.08,False,5.0,AD account issue - account lockout reported by user
9643,149,1,6,3,3,2025-03-11 09:16:27.779795,2025-03-11 09:23:03.779795,2025-03-12 04:36:51.779795,Closed,Medium,Email Issue,Mailbox access issue,0.11,19.34,False,4.0,Mailbox access issue - email issue reported by user
9644,96,32,6,9,2,2026-04-12 20:55:27.779795,2026-04-12 22:03:51.779795,2026-04-13 03:36:15.779795,Resolved,High,Hardware,Laptop issue,1.14,6.68,False,4.0,Laptop issue - hardware reported by user
9645,57,34,1,1,4,2026-04-23 07:39:27.779795,2026-04-23 23:40:03.779795,2026-04-25 01:25:39.779795,Resolved,Low,Account Lockout,AD account issue,16.01,41.77,False,4.0,AD account issue - account lockout reported by user
9646,177,20,4,2,1,2026-02-24 01:28:27.779795,2026-02-24 02:04:27.779795,2026-02-24 02:55:27.779795,Resolved,Critical,WiFi/Network,WiFi disconnecting,0.6,1.45,False,4.0,WiFi disconnecting - wifi/network reported by user
9647,222,9,4,7,3,2025-09-23 22:41:27.779795,2025-09-23 23:43:51.779795,2025-09-25 14:09:39.779795,Resolved,Medium,VPN Issue,MFA failure,1.04,39.47,True,3.0,MFA failure - vpn issue reported by user
9648,196,1,2,4,3,2024-06-17 14:45:27.779795,2024-06-17 16:59:51.779795,2024-06-19 22:01:39.779795,Closed,Medium,Hardware,Docking station problem,2.24,55.27,True,4.0,Docking station problem - hardware reported by user
9649,206,24,1,8,3,2025-02-20 04:08:27.779795,2025-02-20 06:15:03.779795,,In Progress,Medium,VPN Issue,VPN disconnecting,2.11,,,,VPN disconnecting - vpn issue reported by user
9650,160,32,3,3,2,2024-08-30 06:01:27.779795,2024-08-30 07:33:51.779795,,In Progress,High,WiFi/Network,WiFi disconnecting,1.54,,,,WiFi disconnecting - wifi/network reported by user
9651,129,13,5,3,3,2025-07-28 20:50:27.779795,2025-07-28 22:48:39.779795,2025-07-29 07:37:15.779795,Closed,Medium,Account Lockout,Account locked,1.97,10.78,False,3.0,Account locked - account lockout reported by user
9652,299,9,2,9,3,2024-10-17 06:26:27.779795,2024-10-17 15:57:39.779795,2024-10-18 04:28:15.779795,Resolved,Medium,Application Error,CRM login issue,9.52,22.03,False,4.0,CRM login issue - application error reported by user
9653,36,10,3,3,3,2025-09-06 07:50:27.779795,2025-09-06 11:47:27.779795,2025-09-06 15:18:39.779795,Resolved,Medium,Password Reset,Forgot password,3.95,7.47,False,3.0,Forgot password - password reset reported by user
9654,66,4,6,2,4,2025-06-27 16:16:27.779795,2025-06-27 21:09:51.779795,2025-06-30 03:35:03.779795,Resolved,Low,VPN Issue,VPN connection failed,4.89,59.31,False,4.0,VPN connection failed - vpn issue reported by user
9655,297,33,3,2,3,2024-07-24 05:03:27.779795,2024-07-24 05:41:51.779795,2024-07-27 04:04:03.779795,Resolved,Medium,Application Error,Application crash,0.64,71.01,True,3.0,Application crash - application error reported by user
9656,13,27,5,6,3,2025-10-04 05:09:27.779795,2025-10-04 08:37:39.779795,2025-10-04 17:46:03.779795,Resolved,Medium,WiFi/Network,WiFi disconnecting,3.47,12.61,False,2.0,WiFi disconnecting - wifi/network reported by user
9657,35,3,5,9,2,2025-11-23 06:05:27.779795,2025-11-23 07:33:39.779795,,Open,High,Application Error,CRM login issue,1.47,,,,CRM login issue - application error reported by user
9658,68,14,3,2,4,2026-01-17 09:11:27.779795,2026-01-17 09:36:03.779795,2026-01-19 20:31:51.779795,Resolved,Low,Password Reset,Forgot password,0.41,59.34,False,3.0,Forgot password - password reset reported by user
9659,35,10,6,6,4,2024-08-16 10:55:27.779795,2024-08-16 13:32:39.779795,2024-08-17 14:03:15.779795,Resolved,Low,VPN Issue,VPN disconnecting,2.62,27.13,False,4.0,VPN disconnecting - vpn issue reported by user
9660,214,26,5,1,4,2024-08-01 07:32:27.779795,2024-08-01 10:41:27.779795,2024-08-08 10:50:27.779795,Resolved,Low,Software Access,Application access request,3.15,171.3,True,4.0,Application access request - software access reported by user
9661,37,24,6,1,2,2025-09-14 18:27:27.779795,2025-09-14 20:18:27.779795,2025-09-14 23:14:51.779795,Resolved,High,Email Issue,Email delivery delay,1.85,4.79,False,4.0,Email delivery delay - email issue reported by user
9662,1,9,4,5,2,2026-05-17 20:04:27.779795,2026-05-17 21:55:27.779795,2026-05-18 01:57:15.779795,Resolved,High,Password Reset,Expired password,1.85,5.88,False,2.0,Expired password - password reset reported by user
9663,73,34,3,10,2,2025-02-02 21:03:27.779795,2025-02-02 22:27:27.779795,2025-02-03 01:04:39.779795,Resolved,High,Email Issue,Outlook not syncing,1.4,4.02,False,4.0,Outlook not syncing - email issue reported by user
9664,117,4,2,3,2,2025-01-22 17:30:27.779795,2025-01-22 18:08:51.779795,2025-01-22 23:11:51.779795,Resolved,High,Security Alert,Endpoint alert,0.64,5.69,False,5.0,Endpoint alert - security alert reported by user
9665,228,2,4,10,3,2025-11-15 08:25:27.779795,2025-11-15 09:52:27.779795,2025-11-15 21:18:15.779795,Resolved,Medium,VPN Issue,VPN connection failed,1.45,12.88,False,2.0,VPN connection failed - vpn issue reported by user
9666,15,18,2,5,3,2026-02-21 02:15:27.779795,2026-02-21 07:47:51.779795,2026-02-21 23:13:03.779795,Resolved,Medium,Account Lockout,Account locked,5.54,20.96,False,5.0,Account locked - account lockout reported by user
9667,44,33,6,7,2,2025-06-18 08:02:27.779795,2025-06-18 12:27:03.779795,2025-06-19 04:18:03.779795,Resolved,High,Account Lockout,AD account issue,4.41,20.26,True,5.0,AD account issue - account lockout reported by user
9668,10,17,1,4,4,2025-12-07 05:39:27.779795,2025-12-07 13:51:27.779795,,In Progress,Low,Software Access,Application access request,8.2,,,,Application access request - software access reported by user
9669,280,20,3,2,2,2025-11-08 21:50:27.779795,2025-11-08 23:00:03.779795,2025-11-09 00:43:51.779795,Resolved,High,Security Alert,Suspicious login,1.16,2.89,False,4.0,Suspicious login - security alert reported by user
9670,5,31,6,4,3,2025-01-02 11:34:27.779795,2025-01-02 16:03:15.779795,2025-01-02 22:08:03.779795,Resolved,Medium,Email Issue,Outlook not syncing,4.48,10.56,False,5.0,Outlook not syncing - email issue reported by user
9671,120,31,4,1,3,2025-12-05 17:24:27.779795,2025-12-05 18:12:27.779795,2025-12-06 15:51:27.779795,Resolved,Medium,Security Alert,Phishing email reported,0.8,22.45,False,2.0,Phishing email reported - security alert reported by user
9672,49,6,1,3,2,2024-12-18 19:30:27.779795,2024-12-18 20:40:39.779795,2024-12-19 03:19:03.779795,Closed,High,Security Alert,Endpoint alert,1.17,7.81,False,4.0,Endpoint alert - security alert reported by user
9673,103,17,6,1,4,2024-06-25 15:14:27.779795,2024-06-25 22:58:51.779795,2024-06-28 03:55:15.779795,Resolved,Low,Software Access,License missing,7.74,60.68,False,5.0,License missing - software access reported by user
9674,78,10,5,4,4,2025-07-06 03:14:27.779795,2025-07-06 04:01:15.779795,2025-07-12 22:44:27.779795,Resolved,Low,WiFi/Network,WiFi disconnecting,0.78,163.5,True,4.0,WiFi disconnecting - wifi/network reported by user
9675,159,33,6,10,3,2026-04-25 03:19:27.779795,2026-04-25 05:40:27.779795,2026-04-25 11:50:03.779795,Resolved,Medium,Password Reset,Forgot password,2.35,8.51,False,5.0,Forgot password - password reset reported by user
9676,150,2,4,10,3,2025-12-03 01:08:27.779795,2025-12-03 01:19:51.779795,2025-12-05 22:01:15.779795,Resolved,Medium,Email Issue,Mailbox access issue,0.19,68.88,True,3.0,Mailbox access issue - email issue reported by user
9677,34,1,6,8,2,2025-03-02 11:26:27.779795,2025-03-02 12:15:03.779795,2025-03-02 18:33:03.779795,Resolved,High,Application Error,ERP timeout,0.81,7.11,False,5.0,ERP timeout - application error reported by user
9678,52,24,5,3,3,2024-12-14 00:01:27.779795,2024-12-14 03:15:15.779795,2024-12-14 13:21:15.779795,Resolved,Medium,Security Alert,Suspicious login,3.23,13.33,False,4.0,Suspicious login - security alert reported by user
9679,127,2,4,8,4,2024-11-20 15:19:27.779795,2024-11-20 17:39:51.779795,2024-11-22 20:59:03.779795,Resolved,Low,Password Reset,Password reset request,2.34,53.66,False,5.0,Password reset request - password reset reported by user
9680,278,14,5,10,3,2024-08-01 07:41:27.779795,2024-08-01 11:34:51.779795,2024-08-02 00:09:39.779795,Resolved,Medium,Password Reset,Password reset request,3.89,16.47,False,4.0,Password reset request - password reset reported by user
9681,235,23,5,7,3,2025-09-12 07:42:27.779795,2025-09-12 08:40:03.779795,2025-09-12 12:18:27.779795,Resolved,Medium,Email Issue,Email delivery delay,0.96,4.6,False,4.0,Email delivery delay - email issue reported by user
9682,16,10,3,10,3,2026-04-07 20:25:27.779795,2026-04-08 04:22:27.779795,2026-04-08 10:37:27.779795,Resolved,Medium,Hardware,Laptop issue,7.95,14.2,False,4.0,Laptop issue - hardware reported by user
9683,47,12,1,3,4,2025-06-13 17:49:27.779795,2025-06-13 21:02:39.779795,,Open,Low,Email Issue,Mailbox access issue,3.22,,,,Mailbox access issue - email issue reported by user
9684,150,19,1,3,2,2025-08-14 07:11:27.779795,2025-08-14 12:09:39.779795,2025-08-14 14:31:51.779795,Resolved,High,Application Error,Application crash,4.97,7.34,False,5.0,Application crash - application error reported by user
9685,274,21,2,9,4,2026-04-05 06:52:27.779795,2026-04-05 09:38:03.779795,2026-04-05 11:45:51.779795,Resolved,Low,WiFi/Network,Slow network,2.76,4.89,False,4.0,Slow network - wifi/network reported by user
9686,199,12,4,4,3,2026-01-24 14:42:27.779795,2026-01-24 16:37:39.779795,2026-01-25 13:52:39.779795,Closed,Medium,Software Access,Permission issue,1.92,23.17,False,5.0,Permission issue - software access reported by user
9687,131,28,4,3,4,2024-12-13 15:30:27.779795,2024-12-13 20:05:51.779795,2024-12-17 08:41:51.779795,Resolved,Low,Printer Issue,Print queue stuck,4.59,89.19,True,5.0,Print queue stuck - printer issue reported by user
9688,124,29,6,4,4,2025-05-16 01:00:27.779795,2025-05-16 12:03:27.779795,2025-05-17 01:20:15.779795,Resolved,Low,Security Alert,Suspicious login,11.05,24.33,False,5.0,Suspicious login - security alert reported by user
9689,174,31,2,4,3,2025-05-26 04:28:27.779795,2025-05-26 06:27:15.779795,2025-05-26 14:41:03.779795,Closed,Medium,Password Reset,Password reset request,1.98,10.21,False,5.0,Password reset request - password reset reported by user
9690,46,24,5,10,3,2025-01-24 05:47:27.779795,2025-01-24 08:04:51.779795,2025-01-26 19:21:03.779795,Resolved,Medium,Hardware,Laptop issue,2.29,61.56,True,5.0,Laptop issue - hardware reported by user
9691,99,27,2,2,2,2026-03-25 06:35:27.779795,2026-03-25 07:28:15.779795,2026-03-25 10:44:27.779795,Closed,High,VPN Issue,VPN connection failed,0.88,4.15,False,4.0,VPN connection failed - vpn issue reported by user
9692,158,13,1,2,3,2025-10-21 00:07:27.779795,2025-10-21 04:25:27.779795,2025-10-21 23:02:03.779795,Resolved,Medium,Account Lockout,AD account issue,4.3,22.91,False,3.0,AD account issue - account lockout reported by user
9693,108,30,1,3,3,2025-04-20 13:46:27.779795,2025-04-20 22:09:51.779795,2025-04-21 13:00:15.779795,Resolved,Medium,Hardware,Docking station problem,8.39,23.23,False,4.0,Docking station problem - hardware reported by user
9694,228,13,3,9,4,2025-11-26 08:23:27.779795,2025-11-27 00:31:51.779795,,In Progress,Low,Email Issue,Mailbox access issue,16.14,,,,Mailbox access issue - email issue reported by user
9695,238,31,1,1,3,2024-10-01 07:03:27.779795,2024-10-01 09:07:39.779795,2024-10-01 13:37:39.779795,Closed,Medium,Hardware,Docking station problem,2.07,6.57,False,4.0,Docking station problem - hardware reported by user
9696,162,7,5,8,3,2026-04-14 19:32:27.779795,2026-04-14 23:18:39.779795,2026-04-15 02:41:27.779795,Resolved,Medium,WiFi/Network,WiFi disconnecting,3.77,7.15,False,1.0,WiFi disconnecting - wifi/network reported by user
9697,63,33,6,10,2,2024-09-29 17:28:27.779795,2024-09-29 20:14:03.779795,2024-09-29 23:40:27.779795,Resolved,High,Password Reset,Expired password,2.76,6.2,False,5.0,Expired password - password reset reported by user
9698,72,8,3,3,2,2024-12-05 19:06:27.779795,2024-12-05 20:44:15.779795,2024-12-06 12:02:15.779795,Resolved,High,VPN Issue,VPN disconnecting,1.63,16.93,True,2.0,VPN disconnecting - vpn issue reported by user
9699,162,35,4,2,4,2025-09-24 22:26:27.779795,2025-09-25 05:27:39.779795,2025-10-02 20:39:39.779795,Closed,Low,Printer Issue,Printer offline,7.02,190.22,True,5.0,Printer offline - printer issue reported by user
9700,260,2,6,3,3,2025-06-18 14:14:27.779795,2025-06-18 20:02:27.779795,2025-06-19 05:24:39.779795,Closed,Medium,Application Error,CRM login issue,5.8,15.17,False,5.0,CRM login issue - application error reported by user
9701,29,12,4,5,2,2025-04-17 17:44:27.779795,2025-04-17 19:39:03.779795,2025-04-18 01:01:15.779795,Closed,High,Software Access,License missing,1.91,7.28,False,3.0,License missing - software access reported by user
9702,267,24,2,6,3,2024-11-15 03:20:27.779795,2024-11-15 04:39:39.779795,2024-11-16 17:42:03.779795,Resolved,Medium,Security Alert,Suspicious login,1.32,38.36,True,5.0,Suspicious login - security alert reported by user
9703,136,12,2,10,2,2026-01-13 16:26:27.779795,2026-01-13 17:27:03.779795,2026-01-13 18:54:39.779795,Resolved,High,Application Error,ERP timeout,1.01,2.47,False,3.0,ERP timeout - application error reported by user
9704,266,22,2,4,3,2024-06-04 22:36:27.779795,2024-06-05 08:25:03.779795,2024-06-06 18:47:51.779795,Resolved,Medium,Software Access,Permission issue,9.81,44.19,True,4.0,Permission issue - software access reported by user
9705,217,35,6,3,2,2024-05-21 17:10:27.779795,2024-05-21 18:30:15.779795,2024-05-21 20:25:27.779795,Closed,High,Software Access,Application access request,1.33,3.25,False,5.0,Application access request - software access reported by user
